,1 Accurate Long Balls,1 Corners,1 Dribbles Attempted,1 Dribbles Succeeded,1 Fouls Conceded,1 Goals,1 Interceptions,1 Long Balls,1 Offsides,1 Pass Completion,1 Possession,1 Red Cards,1 Shots,1 Shots Blocked,1 Shots woodwork,1 Tackles Attempted,1 Throws,1 Total Passes,1 Total Shots on Target,1 Total xG,1 Yellow Cards,2 Accurate Long Balls,2 Corners,2 Dribbles Attempted,2 Dribbles Succeeded,2 Fouls Conceded,2 Goals,2 Interceptions,2 Long Balls,2 Offsides,2 Pass Completion,2 Possession,2 Red Cards,2 Shots,2 Shots Blocked,2 Shots woodwork,2 Tackles Attempted,2 Throws,2 Total Passes,2 Total Shots on Target,2 Total xG,2 Yellow Cards,winner,fh winner
536,8,2,4,3,13,1,4,25,0,0.733,0.335,0,7,0,0,9,9,165,5,1.182,0,23,4,13,10,5,1,3,45,1,0.841,0.665,0,6,5,0,7,17,327,1,0.492,0,0,0
537,22,4,25,21,3,1,4,30,2,0.855,0.716,0,8,1,1,5,12,345,2,0.82,0,10,0,5,4,13,0,6,31,1,0.657,0.284,0,3,1,0,14,6,137,0,0.069,2,1,1
538,10,3,26,20,8,1,2,20,1,0.861,0.556,0,7,2,0,14,7,267,1,0.338,1,17,5,21,12,7,0,7,31,0,0.798,0.444,0,9,4,0,11,12,213,4,0.44,1,2,1
539,17,4,7,3,11,0,2,30,0,0.823,0.635,0,7,4,0,8,18,316,1,0.198,1,10,0,4,2,8,0,14,29,3,0.731,0.365,0,2,0,1,7,9,182,0,0.069,0,1,0
540,16,7,32,19,7,0,3,30,3,0.834,0.733,0,7,2,0,9,14,326,2,0.281,0,5,1,5,2,14,0,6,25,0,0.613,0.267,0,2,1,0,23,9,119,0,0.117,3,1,0
541,26,1,14,9,5,1,3,40,3,0.862,0.661,0,6,2,0,11,9,340,1,1.091,0,13,0,10,6,10,0,0,27,0,0.724,0.339,0,3,1,0,18,9,174,0,0.195,1,1,1
542,10,2,6,4,10,1,2,18,0,0.806,0.452,0,13,2,0,12,11,217,5,1.355,1,17,0,6,4,7,0,7,30,3,0.856,0.548,0,4,1,0,9,5,263,3,0.152,2,0,1
543,13,0,9,6,11,0,5,32,0,0.756,0.355,0,9,2,0,10,11,176,1,1.238,1,18,2,9,6,12,1,4,35,0,0.841,0.645,0,5,0,0,11,7,320,3,0.715,1,2,2
544,8,3,3,2,16,1,8,25,0,0.746,0.41,0,6,2,0,14,16,197,1,0.72,1,20,4,13,11,9,1,6,38,0,0.82,0.59,0,5,2,0,8,16,284,2,0.785,0,0,0
545,12,2,5,5,7,2,11,22,6,0.839,0.488,0,11,3,0,9,7,254,6,0.579,1,12,1,9,8,15,0,2,23,1,0.846,0.512,0,7,1,0,6,6,266,1,0.485,1,1,1
546,16,4,11,8,12,3,5,28,0,0.859,0.576,0,11,3,0,9,10,319,7,1.819,2,11,2,16,8,13,0,3,32,0,0.791,0.424,0,3,1,0,8,9,235,1,0.061,2,1,1
547,15,1,2,2,10,0,6,31,2,0.724,0.328,0,4,1,0,9,9,174,0,0.105,0,21,5,15,10,9,2,4,30,0,0.854,0.672,0,8,1,0,5,7,357,5,0.679,0,2,2
548,14,5,9,5,10,0,8,32,0,0.749,0.392,0,7,2,0,9,11,167,2,0.165,2,8,4,5,3,3,3,2,26,2,0.819,0.608,0,7,1,1,10,9,259,4,1.753,0,2,2
549,8,2,14,11,12,0,7,23,2,0.787,0.482,0,9,1,0,9,4,244,2,0.845,1,7,0,15,11,11,0,5,23,0,0.794,0.518,0,3,1,0,10,8,262,1,0.171,3,1,0
550,11,2,9,6,10,1,10,29,0,0.759,0.41,1,6,1,0,8,10,203,2,0.225,0,19,0,6,3,9,1,1,31,2,0.873,0.59,0,4,1,0,7,12,292,3,1.07,1,1,0
551,17,5,11,2,7,3,5,38,3,0.838,0.701,0,6,1,0,10,16,365,5,0.628,0,16,0,9,4,11,0,17,32,0,0.699,0.299,0,3,0,0,14,2,156,1,0.225,0,1,1
552,8,0,4,2,13,0,5,31,1,0.664,0.25,0,2,0,0,8,1,131,1,0.139,1,30,2,6,3,3,3,2,42,3,0.903,0.75,0,12,1,1,5,12,392,6,1.594,0,2,2
553,12,1,10,5,15,1,11,27,2,0.725,0.297,0,8,2,0,11,4,153,2,0.759,1,18,3,24,16,8,0,1,31,0,0.873,0.703,0,6,1,0,9,12,363,3,0.211,0,2,1
554,15,4,17,14,8,1,4,29,1,0.888,0.677,0,10,3,0,5,10,321,2,1.964,0,7,4,6,5,6,0,7,26,1,0.686,0.323,0,2,1,0,10,9,153,1,0.35,2,0,1
555,8,1,15,7,13,2,10,21,2,0.849,0.633,1,12,2,0,9,9,304,7,3.194,3,16,1,6,4,14,2,4,28,0,0.75,0.367,0,6,2,0,13,4,176,2,0.963,2,0,0
556,12,1,10,4,6,0,6,31,3,0.696,0.309,0,3,0,0,19,10,184,1,0.535,0,21,5,13,9,6,0,4,39,3,0.867,0.691,0,6,2,0,10,13,412,2,0.531,2,1,0
557,11,0,6,4,11,1,1,27,1,0.752,0.318,0,6,0,1,15,6,149,3,0.363,1,12,1,11,10,5,0,4,23,5,0.881,0.682,0,9,3,0,11,8,319,2,1.02,0,1,1
558,12,1,14,8,6,2,8,25,1,0.881,0.624,0,6,1,0,13,10,335,4,0.905,0,11,2,14,7,14,1,2,21,0,0.837,0.376,0,6,0,0,11,8,202,4,0.453,2,1,1
559,6,2,6,1,6,0,4,19,0,0.728,0.24,0,5,1,1,14,12,147,1,0.517,0,50,0,10,6,5,3,2,61,0,0.916,0.76,0,8,3,0,12,10,466,5,0.946,0,2,2
560,21,7,20,17,8,1,3,32,0,0.824,0.704,0,15,5,0,2,10,295,3,1.643,1,9,0,3,3,14,1,9,31,3,0.573,0.296,0,4,0,0,12,8,124,3,0.562,1,0,0
561,13,2,6,3,6,0,11,28,1,0.796,0.412,0,4,1,0,17,10,221,0,0.156,0,15,6,14,9,6,0,9,26,1,0.867,0.588,0,9,4,0,11,10,315,3,1.191,1,1,0
562,26,1,15,7,7,0,0,41,5,0.857,0.695,0,8,1,1,10,10,322,3,0.988,1,19,3,12,7,19,0,3,42,1,0.667,0.305,0,3,0,0,11,12,141,2,0.795,0,1,0
563,17,0,11,7,7,1,3,39,1,0.832,0.683,0,3,0,0,8,14,286,2,0.566,1,12,1,5,3,13,0,3,31,6,0.654,0.317,0,4,2,0,11,14,133,0,0.131,0,1,1
564,19,2,31,24,8,0,4,32,1,0.84,0.665,0,11,3,1,16,18,331,2,0.449,1,13,0,13,5,7,0,8,33,0,0.701,0.335,0,3,0,0,23,7,167,2,0.811,2,1,0
565,18,1,20,13,10,1,2,30,0,0.871,0.662,0,10,5,0,10,15,303,2,0.767,0,10,5,9,7,14,0,2,34,0,0.697,0.338,0,4,1,0,13,2,155,0,0.111,1,1,1
566,14,1,6,2,14,0,9,35,1,0.758,0.386,0,4,1,0,10,7,190,1,0.101,1,12,8,18,12,11,0,2,32,3,0.818,0.614,0,4,2,0,7,13,302,2,0.496,1,2,0
567,19,4,27,17,10,1,6,32,1,0.841,0.646,0,5,1,0,13,16,314,3,0.517,0,9,3,6,2,15,1,7,24,0,0.738,0.354,0,3,2,0,22,11,172,1,0.415,1,1,0
568,14,2,17,9,6,0,1,26,1,0.87,0.662,0,8,1,0,8,14,368,1,0.206,1,12,1,10,6,8,1,4,28,2,0.729,0.338,0,5,1,1,15,11,188,2,0.438,2,0,2
569,12,0,4,1,18,0,4,26,1,0.635,0.245,0,3,0,1,8,10,126,2,0.136,2,21,2,8,6,10,1,2,32,0,0.915,0.755,0,7,1,0,5,9,388,3,0.645,1,2,2
570,10,1,7,3,9,0,12,27,2,0.771,0.366,0,10,3,0,9,14,188,2,0.617,1,25,1,5,3,16,1,2,42,0,0.855,0.634,0,4,1,0,13,7,325,1,0.961,1,0,2
571,12,3,11,6,4,1,7,30,0,0.66,0.339,1,5,2,0,10,12,141,1,0.42,0,16,3,14,10,4,1,2,24,0,0.84,0.661,0,10,1,0,9,17,275,1,0.926,0,2,0
572,16,5,5,2,3,3,5,33,1,0.864,0.658,0,10,5,0,4,12,354,4,1.513,0,18,1,3,1,12,0,6,42,0,0.685,0.342,0,0,0,0,11,10,184,0,0.0,1,1,1
573,12,2,19,17,7,1,5,25,1,0.823,0.552,0,4,0,0,5,15,237,3,1.133,2,9,0,8,8,15,0,10,23,2,0.75,0.448,0,2,1,0,16,11,192,1,0.096,1,1,1
574,23,6,8,4,4,0,3,43,2,0.787,0.702,0,16,5,0,14,11,314,7,1.24,0,14,0,6,4,13,0,6,35,1,0.571,0.298,0,3,0,0,7,13,133,0,0.274,2,1,0
575,17,4,19,13,14,0,7,32,0,0.796,0.635,0,12,5,2,10,11,299,3,1.391,1,15,2,8,5,12,0,6,40,4,0.68,0.365,0,2,0,0,8,8,172,1,0.535,2,1,0
576,9,3,5,5,15,0,6,29,2,0.685,0.424,0,3,1,0,10,12,178,0,0.202,1,14,4,25,20,14,1,2,33,0,0.769,0.576,0,6,3,0,6,12,242,1,0.259,1,2,2
577,20,4,22,16,11,1,6,34,0,0.793,0.614,0,6,2,0,10,15,290,2,0.387,0,6,0,14,11,17,0,10,26,6,0.648,0.386,0,3,0,1,21,13,182,2,0.401,1,1,1
578,13,2,11,8,10,3,3,32,0,0.784,0.566,0,10,3,0,10,9,241,4,2.153,1,17,5,8,7,12,0,4,37,5,0.681,0.434,0,5,0,0,5,10,185,3,0.657,1,1,1
579,11,2,13,4,10,0,11,31,4,0.71,0.354,0,3,0,0,7,7,193,1,0.219,1,19,3,15,12,5,1,6,38,0,0.812,0.646,0,4,0,0,9,14,352,4,0.401,0,2,2
580,4,4,5,4,11,0,6,34,3,0.564,0.361,0,5,2,0,4,13,149,2,0.093,0,21,3,9,8,9,1,3,35,0,0.75,0.639,0,9,2,0,8,12,264,3,1.159,1,2,2
581,17,6,16,14,10,1,2,29,0,0.872,0.733,0,14,7,0,11,5,337,2,1.483,1,8,0,15,11,15,0,6,31,1,0.602,0.267,0,0,0,0,11,4,123,0,0.0,2,1,1
582,20,2,12,5,9,0,9,32,0,0.714,0.354,0,3,1,0,9,15,196,1,0.099,0,17,0,11,5,6,0,3,35,0,0.838,0.646,0,3,0,0,13,15,357,0,0.064,0,2,0
583,14,1,10,2,10,0,3,28,2,0.799,0.581,0,6,0,0,11,16,284,3,0.474,1,17,0,6,2,12,0,6,40,0,0.649,0.419,0,3,1,0,16,15,205,0,0.141,2,0,0
584,12,2,23,15,11,0,4,32,2,0.718,0.556,0,4,1,0,13,14,245,1,0.293,0,15,1,16,9,13,1,3,37,4,0.653,0.444,0,5,0,0,12,11,196,2,0.54,1,2,2
585,20,1,10,6,9,0,4,41,2,0.698,0.389,0,3,1,0,17,13,199,1,0.044,2,19,3,12,5,5,1,2,33,0,0.827,0.611,0,8,2,0,9,11,313,2,1.167,1,2,2
586,17,1,22,11,13,0,5,25,0,0.857,0.587,0,9,2,1,15,14,301,1,0.278,2,18,1,14,9,11,0,3,37,1,0.726,0.413,0,2,1,0,22,10,212,0,0.085,2,1,0
587,15,2,10,6,19,0,6,37,2,0.744,0.48,0,1,0,0,10,10,215,0,0.032,0,10,2,21,16,9,1,5,35,2,0.755,0.52,0,12,6,0,7,10,233,3,0.914,2,2,2
588,12,4,21,11,9,1,2,21,0,0.796,0.726,0,7,1,0,9,12,294,3,0.972,2,11,3,6,4,11,1,5,28,1,0.586,0.274,0,7,1,0,16,3,111,2,0.765,2,1,0
589,10,1,9,8,22,0,2,42,5,0.527,0.439,0,3,1,0,19,26,203,0,0.761,1,15,4,23,14,9,2,4,49,0,0.695,0.561,0,5,1,0,9,9,259,3,1.349,1,2,2
590,19,4,17,13,7,0,3,32,0,0.86,0.707,0,13,5,1,3,14,335,4,1.568,0,17,0,8,7,16,0,3,31,1,0.712,0.293,0,2,0,0,10,8,139,0,0.076,2,1,0
591,21,2,7,4,8,2,4,36,3,0.843,0.683,0,7,0,0,6,13,300,3,0.881,0,9,2,5,3,15,0,7,24,2,0.647,0.317,0,2,1,0,8,11,139,0,0.083,2,1,1
592,15,5,11,7,10,2,1,35,3,0.758,0.593,0,9,4,0,7,12,240,2,1.186,1,11,1,9,4,11,0,6,39,0,0.642,0.407,0,1,0,0,13,9,165,1,0.028,1,1,1
593,25,8,17,11,7,0,5,35,0,0.831,0.687,0,8,2,0,11,8,344,3,0.192,1,11,0,14,8,14,0,7,31,0,0.694,0.313,0,3,0,0,10,11,157,2,0.152,0,1,0
594,21,3,19,14,8,1,3,41,1,0.802,0.612,0,8,1,0,12,12,273,3,0.907,0,18,3,12,9,11,0,2,34,1,0.688,0.388,0,3,1,0,10,13,173,0,1.083,1,1,1
595,10,3,6,2,12,0,3,38,3,0.582,0.427,0,0,0,0,15,16,201,0,0.0,0,12,2,11,6,7,1,2,33,0,0.763,0.573,0,6,0,0,14,10,270,4,0.53,0,2,2
596,13,8,9,6,10,1,5,24,3,0.828,0.599,0,10,3,0,7,10,267,3,0.73,1,15,3,7,5,14,0,6,36,0,0.709,0.401,0,3,0,0,10,11,179,1,0.236,0,1,1
597,10,2,9,4,11,0,4,28,1,0.692,0.386,0,4,0,0,13,7,159,1,0.201,0,29,5,9,4,10,1,2,44,1,0.767,0.614,0,8,3,0,7,17,253,3,0.309,0,2,2
598,16,4,7,4,14,1,2,45,3,0.583,0.403,0,7,1,0,20,12,168,2,0.575,1,9,3,11,6,15,1,5,33,0,0.731,0.597,0,6,0,0,9,12,249,4,0.603,1,2,0
599,28,7,16,9,5,2,2,34,0,0.844,0.64,0,9,1,1,11,13,334,6,0.791,0,9,3,7,6,10,0,11,33,1,0.681,0.36,0,4,1,0,15,11,188,2,0.745,2,1,1
600,13,4,9,6,7,0,1,31,2,0.749,0.484,0,11,4,0,11,7,191,4,0.974,0,11,4,12,10,14,0,3,35,1,0.716,0.516,0,7,3,0,11,16,204,1,0.338,1,0,0
601,4,4,11,4,11,0,1,18,1,0.872,0.639,0,13,3,0,12,11,329,4,0.569,0,22,1,8,5,9,1,5,50,4,0.737,0.361,0,1,0,0,15,5,186,1,0.152,0,1,2
602,21,8,14,7,1,2,4,37,0,0.851,0.662,0,16,3,0,20,13,376,6,1.537,0,13,1,7,5,10,0,3,31,1,0.708,0.338,0,4,1,0,15,13,192,0,0.078,0,1,1
603,7,1,13,8,10,0,4,23,0,0.753,0.429,0,5,0,0,8,9,243,1,0.385,1,20,4,11,10,7,3,7,37,1,0.849,0.571,0,12,1,0,9,4,324,7,1.961,0,2,2
604,18,3,13,6,9,0,5,46,2,0.739,0.531,0,4,3,0,11,17,268,1,0.171,0,16,0,7,7,12,3,3,36,1,0.755,0.469,0,6,0,1,14,8,237,4,1.145,0,2,2
605,22,6,15,8,6,1,6,45,2,0.758,0.545,0,7,1,0,10,16,244,3,0.552,0,14,2,9,6,15,1,4,33,2,0.755,0.455,0,6,1,0,10,11,204,1,0.456,2,2,0
606,25,1,8,4,9,1,3,46,3,0.791,0.516,0,5,1,0,11,11,253,2,0.225,1,20,0,21,16,10,1,5,44,2,0.776,0.484,0,7,1,0,11,10,237,3,0.202,1,1,0
607,15,3,11,6,11,0,8,42,0,0.667,0.398,0,6,3,0,16,13,213,1,0.19,0,19,2,15,5,5,0,9,27,3,0.835,0.602,0,9,1,0,11,16,322,2,0.451,0,2,0
608,10,1,6,4,13,0,2,32,2,0.659,0.376,0,3,0,0,10,13,176,0,0.458,2,11,2,10,9,8,1,1,31,1,0.753,0.624,0,6,2,0,9,12,292,4,0.24,0,2,2
609,6,1,13,10,12,1,6,22,4,0.768,0.546,0,9,4,0,10,16,267,2,0.865,0,12,3,10,5,7,1,6,46,3,0.676,0.454,0,2,0,0,19,15,222,2,0.869,0,1,0
610,25,3,7,6,4,1,8,44,2,0.824,0.626,0,6,3,1,13,8,353,1,0.614,0,11,1,12,5,10,0,9,33,3,0.664,0.374,0,4,2,0,14,7,211,1,0.099,0,1,1
611,22,0,15,13,9,0,5,32,1,0.874,0.593,0,6,0,0,7,11,350,0,0.185,0,13,2,6,5,10,0,2,41,1,0.725,0.407,0,2,2,0,13,5,240,0,0.072,1,0,0
612,21,4,8,4,7,0,1,41,1,0.76,0.546,0,5,1,0,15,13,292,2,0.206,1,8,0,3,1,11,0,2,28,1,0.774,0.454,0,3,0,0,9,14,243,1,0.143,0,0,0
613,9,2,15,10,6,1,3,26,0,0.739,0.575,0,6,1,0,13,7,238,2,0.906,1,12,1,8,7,16,1,2,36,3,0.659,0.425,0,7,1,0,16,14,176,2,0.903,1,0,0
614,17,2,10,6,8,1,4,51,4,0.608,0.439,0,8,3,0,14,16,222,3,0.301,0,16,4,20,10,4,0,7,27,5,0.75,0.561,0,5,0,0,5,7,284,3,0.11,1,2,1
615,15,6,6,4,9,1,1,34,3,0.738,0.511,0,10,2,0,16,20,225,2,1.083,1,15,3,5,3,9,2,7,30,0,0.772,0.489,0,9,4,0,19,13,215,3,0.716,0,2,2
616,19,3,11,5,10,0,4,32,1,0.802,0.48,0,6,0,0,11,18,248,2,0.208,0,12,1,8,4,8,2,0,35,1,0.81,0.52,0,4,0,0,12,9,269,4,1.163,0,0,2
617,15,1,9,4,6,0,9,42,0,0.649,0.386,0,5,1,0,18,15,188,1,0.093,0,14,1,23,19,8,1,4,32,0,0.803,0.614,0,10,2,0,11,18,299,4,0.632,0,2,2
618,23,2,17,9,7,1,3,42,1,0.779,0.575,1,7,1,0,4,14,235,1,1.181,1,19,3,3,3,7,0,3,50,2,0.644,0.425,0,7,3,0,11,10,174,2,0.533,0,1,1
619,19,4,9,7,7,0,2,55,1,0.682,0.508,0,4,1,0,10,23,267,1,0.198,1,19,3,13,8,5,1,5,32,2,0.78,0.492,0,4,0,0,7,15,259,2,0.823,1,2,2
620,24,6,26,18,7,0,5,40,1,0.831,0.65,0,14,0,0,5,13,325,7,1.51,0,12,0,6,3,8,0,7,37,2,0.669,0.35,0,2,1,0,12,11,175,0,0.053,0,0,0
621,26,5,6,4,7,0,5,50,2,0.702,0.654,0,8,1,0,10,16,225,2,0.385,1,9,0,7,5,11,1,5,33,5,0.538,0.346,0,5,2,0,10,7,119,2,0.639,3,1,2
622,17,2,13,9,11,1,5,40,3,0.79,0.622,0,4,1,0,4,17,291,2,0.457,1,21,4,10,7,7,2,3,47,0,0.638,0.378,0,7,1,0,9,13,177,3,1.518,0,1,2
623,16,2,17,12,10,1,3,35,4,0.803,0.532,0,9,2,1,9,11,300,4,1.029,0,14,1,7,3,8,0,2,38,0,0.712,0.468,0,3,0,0,13,10,264,1,0.211,2,1,1
624,13,2,13,10,6,3,2,34,2,0.748,0.561,0,7,0,0,13,15,266,3,1.729,0,18,4,17,8,5,0,1,46,4,0.678,0.439,0,4,0,0,16,9,208,1,0.1,0,1,1
625,25,4,11,6,8,0,4,54,0,0.68,0.466,0,9,3,0,15,13,219,3,0.831,0,12,0,8,6,5,0,1,36,0,0.797,0.534,0,4,1,0,12,18,251,0,0.306,0,0,0
626,4,2,8,4,8,0,6,32,0,0.722,0.458,0,5,1,0,10,12,245,2,0.568,0,25,4,21,18,12,1,5,39,0,0.755,0.542,0,5,1,0,15,14,290,3,1.095,0,2,2
627,12,3,18,11,9,2,1,24,0,0.786,0.611,0,14,3,1,11,7,262,5,1.488,1,13,1,12,6,14,0,5,40,3,0.683,0.389,0,2,1,0,14,7,167,1,0.024,1,1,1
628,26,3,21,14,7,2,5,43,2,0.851,0.699,0,8,1,1,12,16,356,6,0.728,0,11,1,4,4,6,1,8,35,1,0.627,0.301,0,6,3,1,10,11,153,1,0.529,1,1,1
629,15,3,4,2,13,1,2,37,2,0.706,0.426,0,4,2,0,11,14,197,1,0.9,1,11,3,11,7,9,1,0,36,0,0.762,0.574,0,6,2,1,5,15,265,1,0.266,1,0,0
630,17,4,6,5,9,0,4,40,2,0.645,0.404,0,5,0,0,11,10,203,3,0.488,0,14,1,13,8,5,0,2,37,1,0.723,0.596,0,5,1,0,8,15,300,0,0.609,0,0,0
631,15,1,7,5,7,0,13,32,1,0.752,0.307,0,3,1,0,11,6,157,0,0.362,1,33,3,11,4,6,1,2,47,1,0.847,0.693,0,7,2,0,7,12,354,2,0.612,2,2,2
632,12,4,6,3,6,2,9,26,0,0.843,0.479,0,10,4,0,8,9,268,4,0.621,0,12,4,8,7,9,0,10,23,1,0.873,0.521,0,12,2,0,11,4,291,4,0.551,0,1,1
633,14,6,9,6,6,1,4,32,1,0.816,0.462,0,6,3,0,14,6,250,3,0.927,1,27,2,9,2,7,2,5,34,0,0.911,0.538,0,9,3,0,8,8,291,3,0.867,1,2,2
634,9,1,8,3,6,1,3,21,0,0.867,0.615,0,4,1,0,5,12,300,2,0.739,0,11,1,7,3,7,1,5,27,0,0.809,0.385,0,4,1,0,14,5,188,2,0.251,0,0,0
635,10,1,13,6,7,0,11,19,2,0.88,0.649,0,6,1,0,13,13,351,1,0.353,0,13,2,14,8,8,1,10,28,1,0.758,0.351,0,1,0,0,7,13,190,1,0.182,0,0,2
636,19,3,8,4,6,0,4,27,1,0.865,0.534,0,3,0,0,5,9,288,2,0.17,2,8,1,4,2,9,0,5,28,2,0.865,0.466,0,3,1,0,9,4,251,2,0.484,1,1,0
637,13,3,1,0,2,1,0,24,0,0.824,0.508,0,6,2,0,2,11,295,2,0.428,0,15,0,2,2,3,1,5,27,1,0.864,0.492,0,5,0,0,8,12,286,2,0.314,0,0,0
638,11,0,9,4,10,1,2,22,2,0.764,0.286,0,2,0,0,5,8,157,0,0.137,0,19,6,2,1,7,1,3,30,1,0.895,0.714,0,11,2,0,6,8,392,4,1.101,0,0,0
639,21,0,2,2,7,1,3,29,0,0.878,0.492,0,4,1,0,6,5,294,1,0.139,0,18,1,8,6,5,0,11,30,3,0.884,0.508,0,8,2,0,6,5,303,1,0.367,1,1,1
640,15,2,12,5,6,0,6,20,1,0.91,0.542,0,12,5,1,5,7,332,2,0.489,0,17,0,8,6,8,0,10,30,0,0.839,0.458,0,1,0,0,18,7,280,0,0.073,1,0,0
641,33,1,7,4,5,0,12,44,1,0.9,0.737,0,8,2,1,10,12,421,2,0.908,1,9,1,3,2,5,1,8,19,0,0.76,0.263,0,4,1,0,9,9,150,2,0.304,1,0,2
642,21,0,12,11,4,1,7,31,2,0.902,0.703,0,6,2,0,5,9,388,2,0.202,1,16,3,3,2,5,1,10,36,1,0.689,0.297,0,3,0,0,7,6,164,2,0.176,1,1,0
643,8,2,3,1,6,0,10,19,1,0.776,0.409,0,5,3,0,5,7,192,1,0.19,0,20,5,4,1,7,1,13,34,1,0.849,0.591,0,6,0,0,4,3,278,2,0.845,0,2,2
644,8,0,7,2,3,0,5,24,0,0.83,0.375,0,0,0,0,9,3,235,0,0.0,0,19,1,13,6,5,0,5,24,1,0.903,0.625,0,7,2,0,7,15,392,3,0.496,0,2,0
645,15,2,5,3,6,0,9,26,0,0.822,0.468,0,1,0,0,8,10,236,1,0.043,0,14,8,10,5,6,1,4,30,0,0.806,0.532,0,13,4,0,8,10,268,3,1.29,0,2,2
646,6,1,5,1,10,1,9,21,0,0.782,0.317,0,3,1,0,11,7,179,2,0.323,0,22,1,14,7,9,0,1,24,0,0.906,0.683,0,7,1,0,10,5,385,1,0.801,1,0,1
647,21,2,6,3,8,0,1,35,1,0.89,0.592,0,4,1,1,6,8,283,0,0.666,0,22,2,2,0,9,0,4,36,0,0.81,0.408,0,5,2,0,8,6,195,1,0.373,0,0,0
648,10,4,7,5,6,2,11,18,1,0.877,0.619,0,10,2,0,7,6,326,5,1.974,1,19,0,9,7,5,0,8,25,1,0.816,0.381,0,3,1,0,6,14,201,0,0.246,0,1,1
649,16,0,7,4,6,1,12,35,1,0.838,0.477,0,9,2,0,10,8,271,3,1.109,0,20,2,9,5,6,0,6,31,0,0.855,0.523,0,1,0,0,8,17,297,1,0.11,0,2,1
650,19,1,7,3,3,0,14,37,2,0.853,0.584,0,4,1,1,4,9,293,1,0.238,0,13,0,8,6,4,0,5,28,1,0.818,0.416,0,2,1,0,7,7,209,0,0.077,1,1,0
651,19,3,8,4,2,0,4,30,1,0.878,0.595,0,10,4,0,6,12,361,3,0.893,0,16,1,4,2,2,0,11,23,1,0.829,0.405,0,4,1,0,13,2,246,2,0.417,0,1,0
652,13,3,9,4,8,0,3,15,1,0.874,0.531,0,7,3,0,6,4,278,0,0.35,1,15,3,3,0,7,1,12,24,0,0.862,0.469,0,5,1,0,8,11,246,1,0.373,1,0,2
653,20,6,6,3,1,0,13,43,1,0.76,0.555,0,5,1,0,7,14,258,0,0.894,0,14,2,7,4,8,0,2,29,0,0.739,0.445,0,5,1,0,11,8,207,1,0.406,0,2,0
654,18,1,3,3,6,0,5,30,0,0.779,0.39,0,7,4,0,6,8,172,1,0.313,2,18,7,8,5,7,1,6,34,1,0.796,0.61,0,5,0,0,2,12,269,3,0.46,0,2,2
655,12,1,6,5,7,0,7,32,2,0.667,0.312,0,4,0,0,12,9,153,1,0.278,1,18,2,10,4,8,1,1,39,0,0.828,0.688,0,3,0,0,2,14,337,1,0.101,0,2,2
656,9,2,10,7,10,0,1,20,0,0.822,0.398,0,2,0,0,7,11,230,1,0.063,1,27,2,7,5,2,0,1,34,1,0.905,0.602,0,3,1,0,6,6,348,0,0.254,0,1,0
657,13,2,4,1,2,1,1,27,2,0.828,0.366,0,3,1,0,4,6,186,1,1.064,0,20,3,7,4,7,2,4,27,1,0.891,0.634,0,9,2,0,6,5,322,5,0.773,0,2,2
658,20,2,6,5,8,1,3,28,1,0.907,0.649,0,10,2,0,4,10,312,3,1.282,0,15,1,3,2,9,0,4,31,0,0.799,0.351,0,2,0,0,8,6,169,1,0.082,0,1,1
659,16,3,9,4,4,1,6,29,2,0.884,0.524,0,7,3,0,5,3,311,1,1.302,0,24,1,4,4,6,0,3,37,1,0.851,0.476,0,1,0,0,11,9,282,0,0.012,0,1,1
660,28,4,3,2,10,0,2,41,0,0.838,0.568,0,7,5,0,4,8,277,1,0.342,0,23,2,6,5,5,1,8,44,0,0.787,0.432,0,6,0,0,6,12,211,2,1.383,0,2,2
661,12,0,6,3,7,1,5,24,0,0.9,0.505,0,7,0,0,13,3,329,4,1.129,0,12,1,10,3,11,1,10,20,1,0.913,0.495,0,4,0,0,6,5,322,2,1.045,2,0,0
662,17,5,10,5,6,1,5,25,0,0.876,0.786,0,6,1,0,12,12,412,2,0.976,0,11,1,11,4,6,0,13,28,1,0.634,0.214,0,4,0,1,19,9,112,1,0.428,1,0,1
663,13,2,2,1,5,0,10,35,0,0.8,0.489,0,4,0,0,7,11,215,1,0.555,1,18,2,3,3,6,1,6,36,2,0.764,0.511,0,6,1,0,4,9,225,1,1.52,0,0,2
664,17,2,8,3,9,1,7,29,0,0.836,0.602,0,4,1,0,12,11,298,3,0.396,0,14,0,9,2,8,1,5,28,0,0.787,0.398,0,2,0,0,16,17,197,1,0.376,1,1,0
665,22,0,4,0,2,0,23,43,2,0.745,0.334,0,0,0,0,7,6,192,0,0.0,0,19,3,8,4,4,0,8,29,0,0.875,0.666,0,14,3,0,4,23,383,3,0.718,0,2,0
666,8,0,2,1,8,0,7,23,3,0.8,0.359,0,1,0,1,7,12,200,0,0.063,0,22,1,8,7,7,0,9,30,0,0.902,0.641,0,5,1,0,6,5,357,1,0.527,0,0,0
667,15,2,9,3,7,0,6,22,1,0.843,0.459,0,6,2,1,11,8,255,0,0.318,0,17,4,8,5,6,1,7,30,1,0.844,0.541,0,6,1,0,15,3,301,2,0.981,0,2,2
668,21,4,6,4,2,0,12,36,3,0.769,0.299,0,4,2,0,11,5,169,0,0.195,0,19,3,2,0,4,1,3,29,0,0.886,0.701,0,3,1,0,5,10,396,1,0.19,0,0,2
