,1 Corners,1 Fouls Committed,1 Fouls Wons,1 Goals,1 Offsides,1 Pass Completion,1 Possesion,1 Red Cards,1 Shot Attempts,1 Shots Blocked,1 Total Passes,1 Total Shots on Target,1 Total xG,1 Under Pressure,1 Yellow Cards,2 Corners,2 Fouls Committed,2 Fouls Wons,2 Goals,2 Offsides,2 Pass Completion,2 Possesion,2 Red Cards,2 Shot Attempts,2 Shots Blocked,2 Total Passes,2 Total Shots on Target,2 Total xG,2 Under Pressure,2 Yellow Cards,winner,fh winner
156,3,1,0,1,3,0.835,0.579,0,5,1,346,2,0.31207733099999996,0.153,0,0,0,3,0,0,0.833,0.421,0,2,0,252,1,0.5264565,0.25,1,1,1
157,3,0,1,0,0,0.888,0.78,0,11,0,429,3,1.234187631,0.161,0,1,0,0,0,0,0.678,0.22,0,1,0,121,0,0.09623431,0.231,1,1,0
158,4,2,3,1,0,0.891,0.685,0,9,1,393,4,1.341172561,0.145,2,0,2,2,2,0,0.773,0.315,0,6,0,181,3,1.7638719600000001,0.177,0,0,2
159,1,1,7,1,0,0.857,0.708,0,6,1,405,1,0.529895469,0.2,1,0,4,3,0,0,0.647,0.292,0,1,1,167,0,0.014103699,0.078,3,1,1
160,3,0,2,0,0,0.895,0.647,0,8,2,430,4,1.0602755465,0.179,0,0,2,1,0,0,0.813,0.353,0,4,1,235,1,0.172506565,0.306,1,1,0
161,4,2,2,0,1,0.848,0.568,0,8,3,289,1,0.6410254049999999,0.201,1,2,0,4,2,1,0.832,0.432,0,8,0,220,2,1.075825977,0.168,1,2,2
162,3,2,3,0,0,0.893,0.681,0,13,2,382,8,1.4096041420000003,0.147,1,1,3,3,0,0,0.754,0.319,0,0,0,179,0,0.0,0.201,0,1,0
163,6,0,3,1,1,0.926,0.741,0,9,2,471,4,0.636682689,0.127,1,0,1,2,0,0,0.794,0.259,0,6,3,165,3,0.417939137,0.194,2,1,1
164,1,1,4,0,0,0.808,0.435,0,8,3,224,2,0.869584154,0.049,1,2,1,3,1,2,0.842,0.565,0,4,1,291,1,0.75549549,0.251,3,2,2
165,0,0,2,0,1,0.62,0.19,0,1,0,108,0,0.008443251,0.12,0,2,0,0,0,1,0.896,0.81,0,9,4,460,3,0.736635258,0.109,0,2,0
166,4,0,4,2,1,0.895,0.666,0,14,3,361,6,1.464490905,0.144,0,3,2,2,2,0,0.751,0.334,0,5,1,181,2,1.2852249150000001,0.149,1,1,0
167,2,1,1,2,0,0.742,0.418,0,10,0,225,4,0.5811335705,0.156,1,1,1,2,2,5,0.872,0.582,0,5,1,313,0,0.729537,0.208,1,0,0
168,1,0,4,1,5,0.854,0.604,0,2,0,350,0,0.44751898700000003,0.209,0,2,1,2,0,1,0.764,0.396,0,6,2,229,0,0.18994372700000003,0.083,0,1,1
169,7,0,1,1,4,0.879,0.683,0,6,0,330,2,1.019648098,0.27,0,1,2,2,1,1,0.778,0.317,0,2,0,153,0,0.132967412,0.366,0,1,0
170,6,0,1,0,0,0.781,0.405,0,7,4,196,3,0.5162506020000001,0.122,1,2,0,1,2,2,0.861,0.595,0,7,1,288,1,0.6686507749999999,0.219,2,2,2
171,2,0,3,1,0,0.915,0.851,0,6,1,527,3,0.895965497,0.131,0,1,0,0,0,1,0.511,0.149,0,4,0,92,0,0.40513133399999995,0.196,1,1,1
172,2,0,6,0,0,0.831,0.669,0,8,0,350,4,1.100060805,0.103,0,3,4,2,1,2,0.642,0.331,0,5,1,173,1,0.627040901,0.312,0,0,2
173,3,2,1,1,1,0.922,0.702,1,6,1,434,4,0.442039614,0.076,2,2,0,3,1,1,0.783,0.298,0,5,1,184,2,0.5108427019999999,0.06,2,0,0
174,3,4,1,1,0,0.844,0.412,0,8,2,225,4,1.38007058,0.204,2,2,1,4,2,2,0.891,0.588,0,8,1,321,5,1.7026693190000002,0.28,2,0,2
175,0,0,1,1,1,0.791,0.328,0,2,0,191,0,0.081953348,0.387,1,4,0,0,0,0,0.89,0.672,0,3,0,392,1,0.280697273,0.143,0,2,1
176,2,1,3,1,0,0.748,0.242,0,6,1,159,2,1.299429156,0.22,1,1,1,3,1,1,0.902,0.758,0,4,1,498,1,0.182576535,0.145,0,0,0
177,3,4,1,0,0,0.813,0.47,0,10,4,235,1,0.6297574845,0.234,0,4,2,6,1,1,0.857,0.53,0,6,0,265,2,1.4154955400000002,0.181,1,2,2
178,2,2,0,0,1,0.662,0.269,0,2,0,133,2,0.036719655000000004,0.301,0,6,0,5,0,0,0.848,0.731,0,7,1,362,2,0.601778665,0.094,0,2,0
179,4,1,2,0,0,0.852,0.701,0,6,3,364,0,0.424723267,0.154,0,2,0,4,0,1,0.697,0.299,0,1,0,155,1,0.040425427,0.187,0,1,0
180,2,1,0,1,1,0.885,0.618,0,9,3,357,1,1.3427700029999998,0.308,0,0,0,3,0,0,0.805,0.382,0,1,1,221,0,0.14854144,0.136,0,1,1
181,2,0,1,3,1,0.901,0.595,0,9,2,364,1,2.115784804,0.176,0,2,0,1,0,0,0.847,0.405,0,5,2,248,3,0.182782154,0.133,1,1,1
182,5,1,4,2,1,0.831,0.565,0,4,0,296,2,1.02478423,0.132,0,3,4,1,0,1,0.75,0.435,0,7,2,228,3,0.45192721899999994,0.237,0,1,1
183,4,2,0,0,2,0.833,0.527,0,8,2,287,3,0.390435585,0.16,0,3,0,4,0,1,0.837,0.473,0,4,2,258,2,0.25594786,0.264,1,2,0
184,1,0,2,2,2,0.895,0.743,0,11,2,361,4,1.022580603,0.183,0,3,0,0,0,2,0.664,0.257,0,4,2,125,0,0.270473918,0.288,2,1,1
185,2,0,0,2,0,0.874,0.618,0,12,1,325,8,1.531516228,0.169,0,1,0,1,0,1,0.716,0.382,0,0,0,201,0,0.0,0.299,1,1,1
186,1,4,4,0,0,0.788,0.415,0,4,0,226,1,0.334973493,0.119,0,0,2,5,0,3,0.834,0.585,0,5,0,319,2,0.49943391600000003,0.238,1,2,0
187,4,1,2,0,1,0.835,0.454,0,8,3,254,2,0.391723329,0.083,2,1,0,2,0,0,0.853,0.546,0,5,1,306,2,0.165758923,0.258,0,1,0
188,4,4,3,0,2,0.758,0.496,0,8,1,265,3,0.307668191,0.245,0,0,2,4,1,4,0.784,0.504,0,4,1,269,2,1.016131265,0.439,0,2,2
189,2,0,4,1,0,0.881,0.666,0,4,0,361,1,0.600122689,0.169,1,3,0,0,0,0,0.796,0.334,0,10,4,181,4,1.1719611979999998,0.442,1,1,1
190,1,1,3,1,3,0.887,0.585,1,4,1,345,0,0.51247485,0.214,1,0,2,2,1,1,0.89,0.415,0,9,1,245,2,1.616973071,0.38,2,0,0
191,2,1,1,0,3,0.724,0.355,0,6,3,174,2,0.63416766,0.184,1,3,0,2,1,2,0.81,0.645,0,11,5,316,4,1.169407235,0.127,0,2,2
192,5,0,3,2,0,0.867,0.736,0,10,2,384,3,1.477402997,0.182,1,2,2,2,0,1,0.587,0.264,0,3,1,138,1,0.129067606,0.37,1,1,1
193,2,1,2,2,1,0.883,0.701,0,8,2,366,2,1.368433901,0.109,0,2,1,2,0,2,0.737,0.299,0,6,3,156,0,0.2061392255,0.128,0,1,1
194,0,1,2,0,2,0.619,0.283,0,4,2,134,1,0.234376032,0.343,0,2,1,3,0,0,0.867,0.717,0,8,2,339,2,0.46947805899999995,0.204,1,0,0
195,3,0,1,1,2,0.849,0.642,0,9,4,397,3,0.7242809299999999,0.159,1,0,1,2,1,1,0.774,0.358,0,6,2,221,1,1.1582723240000001,0.204,0,0,0
196,4,4,1,1,3,0.788,0.424,0,8,3,212,0,1.206273339,0.099,1,5,0,7,0,0,0.833,0.576,0,10,2,288,4,1.1752928704999999,0.108,0,0,1
197,2,0,2,0,3,0.684,0.229,0,4,2,136,0,0.162099491,0.324,2,5,1,1,0,2,0.861,0.771,0,7,1,459,6,0.363054261,0.129,0,0,0
198,2,0,4,0,2,0.874,0.76,0,2,2,436,0,0.12057289399999999,0.243,0,1,4,2,0,3,0.594,0.24,0,2,1,138,0,0.07108181,0.413,1,0,0
199,1,2,0,0,2,0.789,0.302,0,6,1,175,3,0.49851315999999996,0.183,0,3,0,3,0,2,0.869,0.698,0,5,1,405,2,0.301658539,0.165,1,2,0
200,1,1,2,1,1,0.854,0.581,0,12,3,336,2,1.272469697,0.065,0,1,0,2,0,2,0.814,0.419,0,2,0,242,1,0.06832998,0.103,0,1,1
201,1,0,2,1,0,0.878,0.662,0,4,2,386,0,0.747085302,0.137,0,2,2,2,0,3,0.756,0.338,0,5,2,197,0,0.319380175,0.249,3,1,1
202,1,1,0,0,1,0.718,0.331,0,3,1,156,1,0.165881211,0.301,2,3,0,3,0,6,0.841,0.669,0,7,1,315,4,0.5557336909999999,0.254,0,2,0
203,2,1,2,0,2,0.755,0.45,0,9,2,188,0,0.4912494885,0.245,3,3,1,1,1,0,0.817,0.55,0,7,1,230,3,0.955522441,0.3,1,0,2
204,3,1,2,1,1,0.845,0.66,0,8,3,361,3,0.5779311659999999,0.127,1,0,2,2,0,2,0.769,0.34,0,1,0,186,0,0.009055085,0.376,1,1,1
205,2,3,1,1,2,0.803,0.347,0,6,0,203,1,1.080031457,0.133,1,4,0,5,2,1,0.877,0.653,0,9,1,382,2,0.6207590799999999,0.215,0,2,2
206,2,0,2,4,0,0.864,0.626,0,10,2,273,2,1.762865953,0.388,0,1,1,3,1,0,0.755,0.374,0,6,0,163,2,0.317985471,0.331,0,1,1
207,1,0,8,1,1,0.751,0.298,0,3,0,177,2,0.360414812,0.277,1,1,7,2,0,1,0.887,0.702,0,5,3,417,1,0.197084974,0.307,1,0,1
208,4,0,3,0,1,0.873,0.786,0,6,1,394,3,0.29918231300000003,0.231,0,0,3,1,1,1,0.607,0.214,0,4,0,107,3,0.489275243,0.299,2,1,2
209,0,4,1,1,2,0.682,0.276,0,8,2,154,2,0.99546051,0.26,1,1,0,5,0,1,0.903,0.724,0,3,0,404,2,0.238051474,0.099,1,2,1
210,2,0,2,0,2,0.879,0.649,0,6,2,338,1,0.507515837,0.115,0,3,3,0,0,2,0.825,0.351,0,5,0,183,2,0.4219729,0.301,1,1,0
211,3,2,3,0,0,0.677,0.331,0,7,2,167,2,0.334533142,0.234,0,2,2,2,1,1,0.855,0.669,0,3,1,337,0,0.87131679,0.083,1,2,2
212,1,4,1,0,1,0.608,0.208,0,4,3,102,1,0.30802464500000004,0.314,2,7,1,5,0,0,0.884,0.792,0,11,4,389,7,1.320273757,0.054,3,2,0
213,5,0,1,2,2,0.88,0.649,0,13,3,358,7,2.575641171,0.095,0,1,1,2,0,1,0.763,0.351,0,3,0,194,2,0.062328217,0.376,1,1,1
214,3,0,2,2,2,0.843,0.461,0,7,1,248,3,0.46797539,0.137,0,1,1,0,1,3,0.872,0.539,0,3,1,290,0,0.7833325200000001,0.307,0,2,1
215,4,0,1,1,2,0.769,0.419,0,8,1,212,3,1.8548592830000001,0.193,0,3,1,2,1,0,0.837,0.581,0,9,3,294,2,0.6092564149999999,0.248,0,0,0
216,1,2,2,1,0,0.808,0.525,0,9,3,266,1,0.965270178,0.109,1,2,1,4,1,0,0.838,0.475,0,4,1,241,1,0.5020760200000001,0.095,2,2,0
217,1,9,2,0,0,0.616,0.211,0,2,2,112,0,0.058519915,0.161,1,3,0,11,0,1,0.895,0.789,0,11,1,419,3,1.875434998,0.169,0,2,0
218,1,1,2,1,4,0.842,0.418,0,9,0,234,6,1.080411039,0.107,1,1,2,2,1,1,0.88,0.582,0,7,1,326,0,0.902469207,0.239,1,2,0
219,1,0,1,0,1,0.712,0.449,0,9,3,219,2,0.7613017950000001,0.169,2,2,1,2,3,1,0.814,0.551,0,5,1,269,0,2.35549733,0.123,1,2,2
220,4,0,2,0,3,0.891,0.715,0,6,1,386,1,0.606800511,0.135,0,0,1,3,1,2,0.74,0.285,0,3,0,154,1,0.419886166,0.149,0,2,2
221,2,1,2,0,1,0.717,0.313,0,4,1,166,3,0.380670771,0.114,1,0,1,1,1,3,0.857,0.687,0,6,1,364,1,1.0145475099999999,0.082,1,2,2
222,4,1,2,1,0,0.898,0.727,0,9,3,442,4,0.450299329,0.09,0,0,1,3,0,1,0.765,0.273,0,3,0,166,1,0.068605443,0.175,0,0,1
223,4,1,4,3,2,0.842,0.687,0,11,6,349,1,1.3532781740000002,0.115,0,1,5,5,1,0,0.686,0.313,0,2,0,159,0,0.09912869499999999,0.138,1,1,1
224,5,3,2,0,1,0.771,0.289,0,10,3,140,3,0.6477155259999999,0.121,0,1,1,7,0,1,0.866,0.711,0,4,1,344,2,0.534128543,0.247,1,0,0
225,1,0,2,0,1,0.798,0.395,0,3,0,223,2,0.11650525,0.22,0,2,1,0,2,4,0.883,0.605,0,4,1,341,0,1.281760976,0.088,1,2,2
226,1,1,2,0,2,0.763,0.309,0,3,0,173,2,0.1651696,0.139,0,2,1,2,0,2,0.886,0.691,0,10,3,386,5,0.55314945,0.166,0,0,0
227,3,1,3,2,1,0.888,0.761,0,7,2,455,1,1.133853751,0.079,0,0,3,2,0,2,0.692,0.239,0,1,0,143,0,0.041080847,0.182,0,1,1
228,5,0,7,2,0,0.863,0.731,0,9,3,328,1,1.711112391,0.201,0,3,6,0,2,1,0.694,0.269,1,4,0,121,2,1.0001142,0.182,3,1,0
229,1,4,2,0,2,0.679,0.302,0,2,1,156,1,0.141057396,0.244,1,0,0,5,1,2,0.875,0.698,0,6,0,360,3,1.003500515,0.089,1,2,2
230,1,3,1,1,3,0.681,0.299,0,4,1,160,2,0.545383216,0.206,2,2,0,4,0,2,0.872,0.701,0,6,3,376,1,0.403124822,0.053,0,1,1
231,0,2,1,0,1,0.647,0.219,0,2,0,119,1,0.5257247425,0.109,0,6,0,3,2,1,0.878,0.781,0,12,5,425,3,1.931754714,0.113,1,2,2
232,4,0,4,1,4,0.864,0.587,0,13,1,294,4,1.6189075830000001,0.248,3,0,4,3,0,0,0.816,0.413,0,2,0,207,0,0.109143055,0.232,2,1,1
233,0,1,6,2,0,0.851,0.563,0,5,1,276,0,0.411709504,0.17,1,1,3,3,0,0,0.794,0.437,0,7,0,214,3,0.6944635599999999,0.14,2,1,1
234,2,1,2,0,2,0.663,0.337,0,5,0,166,4,0.144805051,0.133,2,3,1,2,1,1,0.828,0.663,0,9,1,326,3,1.425775544,0.362,1,2,2
235,2,0,3,1,2,0.878,0.675,0,5,2,343,0,1.04227812,0.134,0,2,1,1,0,0,0.758,0.325,0,2,0,165,0,0.039989941,0.352,2,1,1
236,3,0,2,3,0,0.891,0.624,0,9,2,358,2,0.918084196,0.159,1,1,1,1,0,2,0.782,0.376,0,2,0,216,1,0.45761545,0.213,1,1,1
237,6,0,5,0,5,0.849,0.728,0,5,0,345,2,1.1436174849999998,0.18,1,3,0,1,1,1,0.612,0.272,0,6,1,129,1,0.988074967,0.147,2,1,2
238,3,1,2,0,1,0.842,0.555,0,5,3,297,1,0.292561977,0.125,1,3,1,5,0,1,0.794,0.445,0,7,2,238,4,0.44833654900000003,0.265,1,0,0
239,1,1,4,1,3,0.672,0.347,0,3,0,180,0,0.362038277,0.206,2,3,0,1,0,2,0.834,0.653,0,5,1,338,2,0.754389843,0.089,0,1,1
240,2,1,4,3,0,0.851,0.535,0,8,2,288,2,1.5789371769999998,0.163,1,1,3,3,1,2,0.82,0.465,0,11,3,250,5,0.690150892,0.22,1,1,1
241,2,4,4,0,1,0.665,0.353,0,1,0,203,0,0.20297705,0.133,1,2,3,7,0,1,0.833,0.647,0,4,2,372,0,0.173152117,0.172,0,2,0
242,3,0,4,2,1,0.885,0.686,0,10,3,400,1,1.394745051,0.083,1,1,3,1,1,1,0.76,0.314,0,3,0,183,1,0.552584069,0.219,1,1,1
243,5,1,4,0,1,0.695,0.42,0,8,3,177,2,0.614285164,0.096,0,2,0,6,0,0,0.799,0.58,0,7,0,244,4,0.5889913360000001,0.221,0,2,0
244,6,0,6,2,0,0.802,0.562,0,12,4,293,4,1.366498844,0.13,1,0,4,3,0,1,0.697,0.438,0,1,0,228,0,0.2044514,0.07,2,1,1
245,8,4,5,0,1,0.794,0.519,0,9,0,247,3,0.83320136,0.219,0,2,2,3,0,2,0.742,0.481,0,2,1,229,0,0.069231445,0.201,0,0,0
246,3,0,1,3,2,0.888,0.694,0,11,3,349,2,1.18780492,0.052,0,2,1,2,1,1,0.747,0.306,0,4,1,154,2,1.273982465,0.097,2,1,1
247,2,1,4,3,1,0.878,0.672,0,13,1,369,3,2.065378242,0.068,0,1,2,3,0,1,0.789,0.328,0,4,1,180,0,0.189907589,0.111,0,1,1
248,3,1,3,1,0,0.884,0.707,0,8,4,422,2,1.298814763,0.073,0,2,2,3,0,1,0.749,0.293,0,4,0,175,3,0.45829852,0.24,0,1,1
249,6,1,4,0,3,0.881,0.713,0,6,3,386,2,0.31675950900000005,0.166,0,0,4,3,0,4,0.684,0.287,0,0,0,155,0,0.0,0.161,1,1,0
250,4,1,4,3,1,0.891,0.752,0,8,1,366,1,2.1264482620000003,0.066,0,0,4,0,0,2,0.686,0.248,0,0,0,121,0,0.0,0.107,2,1,1
251,2,1,4,0,1,0.646,0.278,1,2,1,130,1,0.062103014,0.192,2,2,2,1,0,1,0.858,0.722,0,4,1,338,1,0.205213364,0.186,2,2,0
252,0,3,3,0,2,0.915,0.667,0,6,1,351,1,0.34253555300000005,0.037,2,1,2,7,0,2,0.777,0.333,0,5,1,175,1,0.37445270399999997,0.109,1,2,0
253,1,3,5,0,0,0.714,0.318,0,8,2,185,2,1.347824267,0.222,1,2,0,6,2,1,0.912,0.682,0,6,1,396,1,1.3519262,0.073,0,2,2
254,1,0,3,2,1,0.902,0.691,0,6,2,346,1,0.491724563,0.058,0,3,3,0,1,1,0.761,0.309,1,5,0,155,1,0.21037983400000002,0.181,3,1,1
255,2,2,3,0,1,0.74,0.457,1,3,0,192,2,0.33902506,0.156,0,5,2,3,2,3,0.776,0.543,0,9,3,228,1,1.250959001,0.232,0,2,2
256,3,0,4,1,0,0.849,0.703,0,7,2,383,1,1.075177664,0.238,0,1,2,1,0,0,0.617,0.297,0,4,2,162,1,0.5444206699999999,0.191,1,1,1
257,4,2,0,1,0,0.709,0.323,0,10,4,151,2,0.6755026559999999,0.119,1,1,0,3,1,1,0.858,0.677,0,4,1,316,2,1.61064886,0.076,1,2,0
258,5,1,7,1,0,0.877,0.675,0,8,2,310,2,1.1061084390000002,0.132,1,0,5,3,0,0,0.698,0.325,0,3,1,149,1,0.330515084,0.067,3,1,1
259,1,0,4,1,1,0.875,0.712,0,5,2,384,0,0.550811817,0.091,0,1,2,2,0,2,0.703,0.288,0,3,0,155,2,0.175424033,0.142,1,1,1
260,7,0,11,0,0,0.84,0.695,0,9,1,306,6,0.7917617280000001,0.216,0,2,6,2,0,1,0.575,0.305,0,2,0,134,1,0.403097394,0.142,1,1,0
261,2,1,4,0,2,0.624,0.252,0,3,1,133,1,0.119953148,0.135,1,2,0,2,0,0,0.86,0.748,0,7,3,394,2,1.183100414,0.32,1,2,0
262,0,4,5,0,0,0.681,0.339,0,4,2,182,0,0.11825669999999999,0.088,0,2,3,7,0,0,0.876,0.661,0,9,4,355,1,1.042705882,0.076,1,0,0
263,3,0,2,1,2,0.873,0.697,0,11,1,355,3,0.7243501480000001,0.121,0,1,1,1,0,3,0.682,0.303,0,1,0,154,1,0.14401191,0.052,1,0,1
264,4,1,0,2,3,0.807,0.596,0,4,0,305,2,0.9762676,0.134,0,3,0,2,0,1,0.763,0.404,0,2,1,207,0,0.045628579,0.097,2,1,1
265,0,2,4,1,0,0.586,0.193,0,2,0,99,0,0.506531513,0.182,0,1,3,4,2,0,0.894,0.807,0,8,0,414,4,0.949835748,0.138,0,2,2
266,1,2,1,0,0,0.617,0.277,0,2,1,120,0,0.052019067,0.133,0,4,0,2,2,1,0.869,0.723,0,8,0,313,4,1.38520149,0.07,1,2,2
267,2,0,3,1,4,0.682,0.27,0,4,2,148,0,0.306467692,0.142,1,3,2,1,0,2,0.878,0.73,0,6,2,401,2,0.687622271,0.14,1,1,1
268,0,1,2,0,1,0.836,0.377,0,4,1,214,3,0.251059638,0.056,3,0,1,2,2,1,0.887,0.623,0,7,2,354,1,1.139126741,0.127,2,2,2
269,4,4,0,0,0,0.565,0.266,0,1,0,115,1,0.050293367,0.157,2,6,1,5,0,3,0.868,0.734,0,3,0,317,1,0.187695777,0.085,0,0,0
270,4,0,1,2,2,0.864,0.75,0,13,2,390,1,2.099941709,0.118,0,2,1,1,0,1,0.631,0.25,1,4,2,130,1,0.3499501,0.077,0,1,1
271,6,2,3,2,1,0.848,0.682,0,10,0,330,2,2.709610626,0.07,0,0,1,4,0,1,0.721,0.318,0,3,1,154,0,0.08427430899999999,0.182,1,1,1
272,5,5,3,0,1,0.732,0.271,0,3,0,164,0,0.281361705,0.067,1,1,1,4,2,3,0.867,0.729,0,4,1,442,0,1.2763462349999999,0.188,0,2,2
273,0,0,8,1,2,0.818,0.688,0,6,1,297,2,1.881669962,0.118,0,2,5,2,0,0,0.622,0.312,0,3,0,135,1,0.057883586,0.133,1,1,1
274,1,1,2,0,1,0.733,0.298,0,5,2,161,0,0.328271765,0.224,2,5,1,2,0,0,0.855,0.702,0,7,3,379,2,1.022348525,0.145,1,2,0
275,2,0,0,0,2,0.701,0.312,0,9,1,147,1,0.6398713850000001,0.286,1,2,1,1,0,1,0.846,0.688,0,5,0,324,1,0.33686340500000006,0.108,1,2,0
276,4,1,3,1,0,0.837,0.7,0,7,2,381,3,0.308748208,0.089,0,3,2,2,1,0,0.638,0.3,0,6,2,163,1,0.883423478,0.258,1,1,0
277,1,2,3,0,0,0.79,0.379,0,1,0,243,1,0.042468973,0.14,1,1,2,4,2,0,0.897,0.621,0,9,3,398,1,1.595343825,0.131,1,2,2
278,3,0,1,2,2,0.794,0.48,0,10,3,247,0,0.927571678,0.097,0,6,0,2,0,0,0.806,0.52,0,5,3,268,2,0.5621986699999999,0.101,1,1,1
279,2,0,1,1,1,0.843,0.437,0,10,3,223,1,0.5930479525000001,0.197,0,1,2,2,2,1,0.857,0.563,0,7,1,287,3,1.9088334079999998,0.115,1,2,2
280,3,0,4,0,2,0.873,0.69,0,13,4,371,3,1.1010484219999999,0.148,0,0,1,2,0,3,0.749,0.31,0,2,0,167,0,0.140501767,0.246,1,1,0
281,0,2,6,1,1,0.787,0.599,0,8,0,263,2,0.703427572,0.095,0,1,3,2,1,0,0.699,0.401,0,7,0,176,2,1.013519643,0.244,3,1,0
282,5,1,0,0,2,0.87,0.693,0,13,5,347,4,1.617778575,0.161,1,1,0,3,1,1,0.721,0.307,0,3,0,154,0,0.31037307999999997,0.182,1,0,2
283,3,0,5,1,0,0.895,0.712,0,5,2,401,2,0.693418969,0.232,0,1,2,1,0,0,0.735,0.288,0,0,0,162,0,0.0,0.198,1,1,1
284,1,2,2,0,0,0.655,0.284,0,2,0,145,1,0.109186336,0.152,0,2,2,2,0,1,0.885,0.716,0,5,2,365,0,0.437029252,0.068,0,0,0
285,2,0,5,5,0,0.926,0.781,0,13,1,434,2,1.704273875,0.177,0,2,4,1,0,1,0.672,0.219,0,4,0,122,3,0.34416530500000003,0.131,0,1,1
286,8,0,0,3,3,0.837,0.754,0,8,1,399,1,1.779982277,0.058,0,1,0,0,0,3,0.738,0.246,0,6,1,130,2,0.644913358,0.062,1,1,1
287,0,1,5,1,2,0.781,0.562,0,5,2,283,1,0.974739332,0.258,1,1,3,0,0,2,0.769,0.438,0,5,0,221,2,0.20119880799999998,0.19,1,1,1
288,4,1,2,1,1,0.851,0.548,0,7,1,276,1,1.074098748,0.145,1,6,1,2,1,1,0.82,0.452,0,9,2,228,2,0.8913606279999999,0.228,3,1,0
289,2,1,3,1,2,0.9,0.785,0,11,2,489,4,1.016994242,0.08,0,3,2,1,0,2,0.687,0.215,0,2,1,134,0,0.116480191,0.246,0,0,1
290,2,1,2,0,2,0.637,0.26,0,2,1,146,1,0.040367338,0.178,0,1,1,4,0,2,0.887,0.74,0,9,4,415,1,1.236444283,0.239,0,0,0
291,2,0,7,0,2,0.843,0.651,0,7,1,388,3,1.16707268,0.165,0,1,5,3,0,1,0.731,0.349,0,2,0,208,1,0.084151483,0.163,1,1,0
292,3,0,7,0,2,0.789,0.636,0,8,1,294,6,1.107328632,0.18,0,3,3,1,0,1,0.702,0.364,0,4,2,168,1,0.272327541,0.119,1,2,0
293,5,0,7,0,0,0.89,0.806,0,10,2,427,3,1.038156473,0.091,1,1,4,2,0,1,0.563,0.194,0,2,0,103,1,0.65162489,0.146,1,1,0
294,1,2,1,0,1,0.646,0.262,0,2,0,144,0,0.270922538,0.188,0,6,0,6,2,0,0.884,0.738,0,13,5,405,3,1.6082148450000002,0.119,0,2,2
295,6,0,4,1,0,0.868,0.669,0,7,1,317,2,0.474690656,0.06,1,2,2,1,0,1,0.707,0.331,0,4,1,157,2,0.212139505,0.242,0,1,1
296,2,1,3,0,1,0.689,0.257,0,2,0,132,0,0.308750115,0.114,0,6,1,3,0,2,0.882,0.743,0,10,0,382,3,0.45191713899999997,0.058,1,2,0
297,2,1,2,1,0,0.86,0.403,0,10,3,215,4,1.3482454190000002,0.135,0,5,1,1,1,1,0.884,0.597,0,6,2,319,2,0.8631395363,0.066,4,1,0
298,3,2,2,0,0,0.705,0.397,0,3,1,183,2,0.187003231,0.208,2,1,1,6,2,4,0.788,0.603,0,4,0,278,1,0.599241979,0.072,1,2,2
299,7,1,4,0,0,0.856,0.714,0,6,2,355,2,0.465206078,0.282,1,2,4,0,1,0,0.662,0.286,0,6,1,142,2,1.309014105,0.204,0,2,2
300,4,0,5,0,2,0.823,0.681,0,7,1,322,3,1.1625220059999999,0.193,0,2,3,2,0,3,0.609,0.319,0,2,1,151,0,0.129169243,0.258,3,1,0
301,1,1,2,2,0,0.843,0.7,0,11,1,343,3,2.3642957120000005,0.152,0,0,0,3,0,1,0.639,0.3,0,1,0,147,0,0.058082648,0.238,2,1,1
302,3,6,1,0,0,0.538,0.236,0,2,0,117,1,0.068331802,0.197,2,5,0,7,0,0,0.842,0.764,0,9,4,379,1,0.39575923399999996,0.071,1,0,0
303,5,0,5,1,4,0.871,0.698,0,11,3,356,2,1.7569857999999998,0.112,0,0,0,1,1,1,0.675,0.302,0,3,0,154,1,0.240991909,0.208,2,1,0
304,1,2,1,0,2,0.684,0.305,0,4,1,155,3,0.120837711,0.271,5,0,0,4,1,1,0.887,0.695,0,3,0,353,0,0.122787062,0.088,0,2,2
305,3,1,2,0,2,0.701,0.387,0,7,1,164,2,0.254827299,0.134,1,2,1,3,1,4,0.8,0.613,0,7,0,260,3,1.345410738,0.096,1,2,2
306,4,3,2,0,1,0.544,0.212,0,2,0,114,1,0.21260838999999998,0.254,1,2,1,4,0,0,0.892,0.788,0,8,2,424,4,0.3985591525,0.186,1,2,0
307,3,0,3,1,3,0.906,0.783,0,7,1,468,3,0.938533839,0.141,0,0,3,1,1,0,0.654,0.217,0,3,1,130,1,0.338864056,0.162,1,1,0
308,0,1,1,0,0,0.718,0.268,0,2,0,163,0,0.358004857,0.202,0,2,0,1,2,1,0.879,0.732,0,6,0,445,2,1.596833964,0.063,0,2,2
309,1,1,9,1,1,0.885,0.647,0,5,0,312,0,0.6148658400000001,0.285,1,1,3,2,0,2,0.771,0.353,0,10,4,170,2,1.570051676,0.112,2,1,1
310,1,4,1,0,1,0.778,0.282,0,6,0,158,2,0.344574871,0.209,1,2,0,4,0,1,0.866,0.718,0,1,0,402,1,0.491722,0.1,2,2,0
311,6,1,1,1,0,0.874,0.736,0,9,1,445,3,1.090357679,0.128,0,0,1,3,0,1,0.7,0.264,0,5,0,160,1,0.1284069137,0.119,0,1,1
312,0,4,2,0,0,0.752,0.223,0,1,0,141,0,0.06738847,0.135,1,2,1,5,2,2,0.9,0.777,0,6,0,491,2,1.061845726,0.13,0,2,2
