,1 Corners,1 Fouls Committed,1 Fouls Wons,1 Goals,1 Offsides,1 Pass Completion,1 Possesion,1 Red Cards,1 Shot Attempts,1 Shots Blocked,1 Total Passes,1 Total Shots on Target,1 Total xG,1 Under Pressure,1 Yellow Cards,2 Corners,2 Fouls Committed,2 Fouls Wons,2 Goals,2 Offsides,2 Pass Completion,2 Possesion,2 Red Cards,2 Shot Attempts,2 Shots Blocked,2 Total Passes,2 Total Shots on Target,2 Total xG,2 Under Pressure,2 Yellow Cards,winner,fh winner
666,0,0,4,0,3,0.8,0.359,0,1,0,200,1,0.06290091,0.25,0,1,1,1,0,0,0.902,0.641,0,5,1,357,1,0.526990831,0.056,0,1,0
667,2,2,2,0,1,0.843,0.459,0,6,2,255,1,0.318122197,0.133,0,4,1,3,1,1,0.844,0.541,0,6,1,301,1,0.980790852,0.063,0,2,2
668,4,0,3,0,3,0.769,0.299,0,4,2,169,0,0.19469355700000002,0.201,0,3,0,0,0,0,0.886,0.701,0,3,1,396,1,0.18974886600000002,0.078,0,2,0
669,2,0,1,0,0,0.883,0.469,0,5,3,291,1,0.184931128,0.22,0,0,0,1,1,2,0.884,0.531,0,5,2,329,1,0.642683895,0.167,0,2,2
670,6,2,2,0,1,0.733,0.52,0,7,2,236,2,0.635436484,0.144,0,3,2,3,2,0,0.784,0.48,0,7,1,218,2,0.745279417,0.133,0,2,2
671,0,1,4,1,1,0.807,0.503,0,6,3,269,0,1.752056754,0.086,1,0,3,4,0,0,0.835,0.497,0,2,1,266,0,0.081632357,0.248,1,1,1
672,0,0,1,0,0,0.847,0.602,0,7,3,327,0,0.34236364199999997,0.18,1,1,0,3,0,0,0.801,0.398,0,8,4,216,1,0.211074724,0.264,1,0,0
673,5,1,7,0,1,0.902,0.836,0,9,2,470,3,1.016083007,0.034,0,1,1,0,0,0,0.62,0.164,0,3,1,92,0,0.229812553,0.293,0,0,0
674,2,0,1,0,0,0.737,0.505,0,6,4,232,1,0.376984332,0.25,0,5,0,1,1,1,0.736,0.495,0,4,0,227,1,0.121739933,0.211,0,2,2
675,3,1,1,0,1,0.835,0.418,0,2,0,248,1,0.17098722900000002,0.101,0,0,1,2,0,1,0.89,0.582,0,6,2,345,0,0.483742964,0.125,1,0,0
676,0,1,4,0,0,0.732,0.333,0,1,0,168,1,0.030091116,0.137,0,2,1,2,0,1,0.86,0.667,0,5,0,336,2,1.0740828800000002,0.19,1,2,0
677,6,0,1,0,0,0.837,0.628,0,12,3,295,4,0.5933737740000001,0.247,0,0,0,1,0,0,0.703,0.372,0,0,0,175,0,0.0,0.206,1,2,0
678,0,4,4,0,1,0.693,0.34,0,0,0,163,0,0.0,0.178,0,4,1,5,1,0,0.873,0.66,0,13,3,316,6,1.9048546410000002,0.127,1,2,2
679,2,1,2,1,0,0.571,0.354,0,1,0,147,0,0.21575034,0.17,1,8,0,7,0,0,0.72,0.646,0,6,2,268,3,0.6759589739999999,0.157,0,1,1
680,1,1,3,2,0,0.878,0.665,0,7,1,395,1,1.371690799,0.089,0,2,1,1,0,0,0.734,0.335,0,2,0,199,1,0.18296737999999999,0.131,0,1,1
681,1,0,1,0,0,0.754,0.293,0,2,1,142,1,0.22905401999999997,0.183,0,7,1,1,0,0,0.86,0.707,0,11,5,343,1,0.7206444590000001,0.093,1,0,0
